issue,y,y_pred,result
"Hey guys. Trying to open the Native Chrome app in a Pixel emulator. I have added the App Activity and name. However, when running, Chrome is refusing to open do to a security exception error. Has anyone experienced anything like this and knows a work around?",0,0,1
Hello there! I am new to appium(Ruby Cucumber for Android) using Appium v1.7.1 on a Nexus 5(OS 5.1) and I can't get my code to swipe from the Left to the right to work using percents.ie but works. Which is problematic because if I try to test on a device with a smaller screen it goes off screen and the step fails. Any help would be greatly appreciated!,0,0,1
"hello to all, I'm trying to connect a physical device but the app is already installed on device and I have no ipda... is the ipa mandatory to do that?",0,0,1
Anyone here knows a better way of creating a zip file for node. Actually I have 3 packages and it's taking upto 3.5 mb after the zip. I am using AWS lambda serverless computing and after 2.5mb it can't open the files in inline editor. Hello Everyone I am trying a Http Request package for nodeJS: I am getting an error:SyntaxError: Unexpected end of JSON inputat JSON.parse (<anonymous>),0,0,1
WARN AppiumDoctor ANDROID_HOME is NOT set!i am getting this error can anyone helpHave you set ANDROID_HOME path in bashrc?,1,1,1
"I'm looking into beginning a long term investment into Ethereum, however my technical knowledge and reaources are quite minimal. Would there be any teccomwndations from Recommendations you folks could make? Sorry about that last message, mobile isn't the most optimal interface I suppose.",0,0,1
"I'm having an strange issue. I've imported FormsModule, but for some reason still getting the ""NG8002: Can't bind to 'ngModel' since it isn't a known property of 'input'."" The application is making use of the ModuleFederation concept. Any ideas?",1,1,1
"hey, i would like to define my networks in seperate docker-compose files but it only returns Attaching to when i docker-compose -f docker-compose.network.yml up with contentversion. any idea why?",0,0,1
"can anyone help me with this - swarm thinks the node is pending swarm can't find the images on docker hub, even though they exist",1,1,1
"What's the deal with `protractor` and Angular 12.x? Whenever I run an e2e test (depending on protractor) I get a slew of console errors a la: > BREAKING CHANGE: webpack < 5 used to include polyfills for node.js core modules by default. Relevant [angular-cli issue] doesn't provide a definitive solution despite having been closed. What are we supposed to do here? Give up on Protractor, or is there a way to get pollyfills working with Angular 12 + Protractor? Should clarify, this is when attempting to run `npm run test` (`npm e2e` works fine).",0,0,1
"Hi All - Question on internals of http's IncomingMessage data structure. Does anyone know what is the purpose of having httpVersionstring in addition to httpVersionMajor and httpVersionMinor properties on IncomingMessage object? I get that it is just the concatenation of major + '.' + minor, but it is no where used I get that it is accessor for message. httpVersion, but why can't this be converted to a getter that returns the concatenated value on demand rather than allocating memory for the string? approx. 32 bytes for every request",1,0,0
"Hi Guyz, I am implementing NGRX basic demo but i am getting error in reducer part. any leads?",1,1,1
"hi, i need help on ts code so when i call the alert method i get this error Please help me",1,0,0
"So a quick question about thenetpackage...Can you not 'talk' between server and client using custom events? I was under the impression that events and event emitters would work, but from what I'm doing, it looks like the only way to talk is using.write(message)and.on('data', (data)",0,0,1
Hello Y'all... Please i need to know if i can use COINBASE for my ETH wallet ?,0,0,1
"I've started using Gitter when it was still Github only. Now that it's added Gitlab as a log-in option, I'd like to use Gitlab instead, but I don't want to have to add each room I'm part of. Is there a way to add Gitlab login to my current account or migrate from Github login to Gitlab login? nsuchy: alright, will do :)",0,0,1
"Hello everyone, I'm using monorepo with yarn workspaces and lerna. Problem is when i include any code except interface definition from sibling package to angular i get the error: `TypeError: (0 , _rh_index_lib__WEBPACK_IMPORTED_MODULE_1__.indexId) is not a function` Angular package.json: [code]. Any tips on what am I missing?",0,1,0
"Is this correct behaviour or have i cocked something up? interface Goat { ... }andinterface Sheep { ... }are identical, a function takesStream<Goat>but i've given it aStream<Sheep>, it's not breaking const mySheepStream: Stream<Sheep> = buildSheepStream(); functionThatNeedsGoatStream(mySheepStream) thank you@ShawnTalbert i found that too, I was surprised but i guess in practical terms it won't be so much of a problem goats are kinda like sheep",1,1,1
